name,rating,reviews,address,price,country,bathrooms,beds,guests,toilets,bedrooms,studios
Lov'nid ZEN SPA Cabin sleeps 2 people,,1,"Raray, Hauts-de-France, France",23077, France,1,1,2,0,1,0
"Casona Sforza, Hot Tub Master Suite 5",,2,"Santa María Colotepec, Oaxaca, Mexico",63778, Mexico,1,1,2,0,1,0
Casa LoftBox II,5.0,13,"Pichilemu, Sexta Región del General Libertador Bernardo O'Higgins, Chile",20080, Chile,2,7,6,0,3,0
Hermosa Container Home: 1st Floor,4.93,213,"Marfa, Texas, United States",16074, United States,1,1,2,0,1,0
The Kyo͞ob at Shash Dine',4.96,119,"Coconino County, Arizona, United States",24122, United States,0,1,2,0,0,1
Honey's Silo Retreat,4.99,103,"Kalispell, Montana, United States",17686, United States,1,1,2,0,1,0
Casa Xochi,4.83,69,"Xochitepec, Morelos, Mexico",34178, Mexico,4,6,12,0,3,0
Cow Shed: Daisy at Easton Farm Park,4.72,25,"Woodbridge, United Kingdom",9690, United Kingdom,0,2,4,0,1,0
Caboose in the redwoods just outside of Cupertino,4.9,232,"Cupertino, California, United States",17453, United States,1,3,4,0,0,0
The Chaos Oasis,5.0,8,"San Pedro Columbia, Toledo District, Belize",4560, Belize,1,1,2,0,1,0
Western Saloon with Teton Views!,4.99,143,"Tetonia, Idaho, United States",27362, United States,1,2,4,0,1,0
Apple Ridge Farm Caboose Bed & Breakfast - #2,4.95,175,"Copper Hill, Virginia, United States",12850, United States,1,1,2,0,1,0
Bumble Barn at Great Field Farm,5.0,21,"Canterbury, Kent, United Kingdom",32569, United Kingdom,2,5,6,0,3,0
Lov 'nid SPA Cabin Comète for 2 people,4.92,12,"Joncherey, Bourgogne Franche-Comté, France",26802, France,0,1,2,1,1,0
"Earth Conker, unique living treepod",4.81,16,"Llanafan-fawr, Wales, United Kingdom",15951, United Kingdom,1,1,2,0,0,0
Apple Ridge Farm Caboose Bed & Breakfast - #1,4.96,163,"Copper Hill, Virginia, United States",12850, United States,1,1,4,0,1,0
Tree-house Experience on a river,4.74,62,Panama,10580,Panama,1,1,2,0,1,0
The Round House,4.99,259,"Delta, Colorado, United States",9233, United States,1,1,2,0,1,0
The Roundhouse : Rainforest & Mountains,4.9,484,"Jackeys Marsh, Tasmania, Australia",13290, Australia,1,4,5,0,2,0
Ultimate Distancing in a Treehouse - Huge Yard!,4.57,7,"Austin, Texas, United States",13208, United States,2,2,4,0,2,0
Veluvana Bali - Owl Bamboo House,4.85,73,"Sidemen, Bali, Indonesia",29332, Indonesia,1,1,2,0,1,0
Couplespod at Riverstone House Portfolio,4.98,45,"Western Cape, South Africa",9204, South Africa,1,1,2,0,1,0
Young Wild & TREE(HOUSE) private hot tub,4.87,126,"East Point, Georgia, United States",28737, United States,1,2,2,0,2,0
✰ Camaya Bali Suboya - Magical Bamboo House ✰,4.94,329,"Selat, Bali, Indonesia",32303, Indonesia,1,2,4,0,1,0
"""Air Castle Treehouse""",5.0,140,"Ladonia, Texas, United States",30098, United States,1,2,4,0,2,0
ARENAL ECO GLAM 2,4.75,139,"La Fortuna, Alajuela Province, Costa Rica",13703, Costa Rica,1,1,2,0,1,0
Arch - Bamboo Villa in Eco Six Bali Resort,4.94,67,"Tampaksiring, Bali, Indonesia",27647, Indonesia,1,1,2,0,1,0
Baudoin Motte Mill Cave,4.79,213,"Noyers-sur-Cher, Centre-Val de Loire, France",8699, France,1,3,4,0,1,0
Tiki Suites ~ The Grand Tiki,4.89,177,"Key West, Florida, United States",68313, United States,1,1,2,0,1,0
✰ Camaya Bali Butterfly - Magical Bamboo House ✰,4.94,110,"Selat, Bali, Indonesia",43070, Indonesia,1,2,4,0,2,0
"The best in tiny living!
TreehouseTopia",4.91,118,"Sevierville, Tennessee, United States",18311, United States,1,1,2,0,1,0
Treehouse at Danville,4.92,716,"Geneva, Florida, United States",21090, United States,1,1,2,0,0,0
Architectural Masterpiece | Best View in Telluride,5.0,45,"Telluride, Colorado, United States",82612, United States,2,5,8,0,3,0
Sleeping among the sheep in tiny Wineyhouse no.1,4.75,4,"Zennewijnen, Gelderland, Netherlands",7790, Netherlands,1,1,2,0,1,0
The Hideaway at Creekside Meadows,4.93,193,"Clancy, Montana, United States",28882, United States,1,10,12,0,2,0
✨ The Hobbit House,4.84,532,"Murfreesboro, Tennessee, United States",8571, United States,0,1,2,1,1,0
Crestone Hobbitat,4.92,63,"Crestone, Colorado, United States",14218, United States,1,2,4,0,2,0
Emperor Wilhelm Station,,1,"Gumniska Małe, Warmińsko-Mazurskie, Poland",21094, Poland,1,2,4,0,2,0
"Relax, rejuvenate and unplug in Birdbox Tokke",4.83,175,"Tokke, Vestfold og Telemark, Norway",19183, Norway,1,1,2,0,1,0
The Cabin at Fernwood Hills,4.9,519,"Komoka, Ontario, Canada",9346, Canada,1,1,2,0,1,0
HIDEOUT LIGHTROOM - Eco Bamboo Home,4.84,308,"Selat, Bali, Indonesia",10768, Indonesia,1,1,2,0,1,0
Alchemy - Treehouses of Serenity,5.0,47,"Asheville, North Carolina, United States",34075, United States,1,1,4,0,1,0
The House in Heaven - Cali's Best View,4.92,108,"Cali, Valle del Cauca, Colombia",2318, Colombia,1,1,2,0,0,0
"“The Orchard”  Beautiful location, amazing views",4.98,114,"Maidenwells, Wales, United Kingdom",16062, United Kingdom,1,4,5,0,2,0
Second Breakfast Hideaway,4.98,249,"Kootenay Boundary E, British Columbia, Canada",23731, Canada,1,1,2,0,1,0
Enchanted Hobbit Treehouse Nestled in the Jungle,4.92,49,"Tegallalang, Bali, Indonesia",14500, Indonesia,1,1,3,0,1,0
Sleeping under the mighty Big Horse w/fjord view!!,4.96,68,"Sunnfjord, Vestland, Norway",31904, Norway,1,1,2,0,1,0
The Silo at Lake Tenkiller- One of a kind stay!,4.97,29,"Vian, Oklahoma, United States",18056, United States,1,4,6,0,3,0
Glass pavilion at the edge of the forest with view,4.55,11,"Obergoms VS, Wallis, Switzerland",23714, Switzerland,1,1,2,0,1,0
Thimble Rock Pointe,4.98,88,"Mesa County, Colorado, United States",28282, United States,1,2,4,0,0,0
StarsBOX sea view with whirlpool,4.57,8,"Celle Ligure, Liguria, Italy",13628, Italy,1,1,2,0,1,0
"Geometric cabin with private pool ""Paine""",4.77,31,"Tepoztlán, Morelos, Mexico",13037, Mexico,1,1,2,0,1,0
Trolley Retreat. Unique romantic experience!,5.0,166,"Castaic, California, United States",17800, United States,1,1,2,0,1,0
Casa WO- Oasis at Mexico's Chillest Surf Town-,4.94,31,"Brisas de Zicatela, Oaxaca, Mexico",34221, Mexico,2,2,4,0,2,0
Heavenly Highlands unique gateway in Costa Rica!,4.92,37,"San José, Costa Rica",34272, Costa Rica,1,4,6,0,2,0
Private sanctuary on 5 acres: Tres Valles tinyhome,5.0,21,"Dolores, Colorado, United States",13475, United States,1,1,2,0,1,0
Lux 6 acre retreat! Ocean Views! Chef Kitchen!,4.8,59,"Malibu, California, United States",162682, United States,4,5,12,0,4,0
The Mothership Dome at Crestopolis,4.81,317,"Crestone, Colorado, United States",29113, United States,1,7,9,0,2,0
The Band Wagon @ Ocoee Riverside Farm,5.0,30,"Benton, Tennessee, United States",14979, United States,1,3,4,0,1,0
Spectacular Earthship,4.97,118,"Taos County, New Mexico, United States",18421, United States,1,1,2,0,1,0
tuff cliff cave house,4.8,258,"Cotignac, Provence-Alpes-Côte d'Azur, France",10095, France,1,2,5,0,2,0
Zome on the Range,5.0,58,"Baileyville, Kansas, United States",13681, United States,1,2,4,0,1,0
Mirror House South,4.78,32,"Bolzano, Trentino-Alto Adige/South Tyrol, Italy",20897, Italy,1,1,4,0,1,0
Hobbiehouse - tiny house on Fjone,4.93,152,"Nissedal, Vestfold og Telemark, Norway",8562, Norway,1,2,4,0,1,0
"Geometric Cottage with Private Pool ""Eiger""",4.98,43,"Tepoztlán, Morelos, Mexico",13444, Mexico,1,1,2,0,1,0
Escape to a Romantic and Magical  Hobbit  Retreat,5.0,205,"Cheshire East, England, United Kingdom",9637, United Kingdom,1,1,3,0,1,0
Poli settlement - cottage 1,4.75,8,"Koniaków, Śląskie, Poland",15923, Poland,1,1,4,0,1,0
slube am Stadthafen Neustrelitz // slube Home,4.64,95,"Neustrelitz, Mecklenburg-Vorpommern, Germany",6688, Germany,1,0,2,0,1,0
*Unique Pyramid Home for an amazing vacation,4.93,134,"Fort Myers, Florida, United States",11136, United States,1,2,4,0,2,0
Unique treehouse with hot tub and incredible views,5.0,8,"Walterstone, England, United Kingdom",13473, United Kingdom,1,1,2,0,1,0
The Coyote Den: Posh Desert Glamping Pod #2,5.0,8,"Kingman, Arizona, United States",5620, United States,2,1,2,0,1,0
Konza Cabin,4.96,201,"Manhattan, Kansas, United States",14829, United States,1,2,4,0,2,0
NEW! Longhorn at Barrow Hill Barns- with Outdoor Bath,4.96,48,"Ramsdean, England, United Kingdom",13136, United Kingdom,1,0,2,0,1,0
Kiwi Chalet,4.94,339,"Lake Hayes, Otago, New Zealand",13692, New Zealand,1,1,2,0,1,0
ALPHA HOUSE– Design villa w full concierge service,4.91,45,"Ubud, Bali, Indonesia",61438, Indonesia,4,4,8,0,4,0
Willowbrook Log Cabin -Edgbaston,4.98,42,"West Midlands, England, United Kingdom",10172, United Kingdom,1,1,2,0,1,0
Off-Grid UNIMOG Zombie-Free Adventure,5.0,115,"Kimberly, Alabama, United States",9320, United States,1,2,6,0,2,0
Luxury Shelter 2 (of 3),4.67,39,"Hasle, Denmark",3411, Denmark,0,1,3,0,1,0
Osa Beachfront Bamboo House Casa Troya,4.98,174,"Puerto Jiménez, Puntarenas, Costa Rica",13737, Costa Rica,1,3,4,0,2,0
"Charming cottage, unusual, Colombier",,0,"Offranville, Normandie, France",13278, France,1,5,6,0,2,0
NEST Bunnefjorden - Mirrored Glass Cabin,4.88,80,"Frogn, Viken, Norway",34906, Norway,1,2,4,0,2,0
Handcrafted Earthship Etched into a Mountain,4.89,128,"Boulder, Colorado, United States",41747, United States,1,3,4,0,3,0
Scenic accommodation in the middle of Skåne,4.98,142,"Billinge, Skåne län, Sweden",6138, Sweden,1,2,3,0,0,0
"★The Brandy Bus, Glamping In a Quiet Paradise",4.91,476,"Nairobi, Kenya",8772, Kenya,1,4,6,0,2,0
Az Alom Cabin - Treehouse Tree to Nature Cabin,4.54,28,"Guyonvelle, Grand Est, France",6599, France,0,3,3,0,1,0
Round house in the forest,4.66,176,"Nordre Follo, Viken, Norway",6234, Norway,0,1,2,1,1,0
Cozy Hobbit House on charming Bainbridge Island,4.95,219,"Bainbridge Island, Washington, United States",6897, United States,0,1,2,1,0,0
1BR Luxury Private Airshipbali 1 with Ocean View,4.6,5,"Kecamatan Kuta Selatan, Bali, Indonesia",33168, Indonesia,1,1,2,0,1,0
Treehouse Goldsworthy,4.94,252,"Halle, Gelderland, Netherlands",12140, Netherlands,1,1,2,0,1,0
Architectural X House,4.94,64,"Los Angeles, California, United States",59643, United States,1,1,2,0,1,0
Tiny in Church House Garden,4.94,104,"Dirkshorn, Noord-Holland, Netherlands",8805, Netherlands,1,1,2,0,1,0
Beautiful Woodland Roundhouse/Fairy/Hobbit house,4.82,285,"Clynnog-fawr, Wales, United Kingdom",11983, United Kingdom,0,3,5,1,0,0
Villa Akasha -  Bio-Architected Eco Dome,4.67,238,"Ubud, Bali, Indonesia",6840, Indonesia,1,1,2,0,1,0
Cropod - 'Best Get Away in Ireland' Hillpod,4.88,182,"County Donegal, Ireland",9450, Ireland,1,1,2,0,1,0
Enchanted Forest Suite in Iconic Storybook Cottage,4.93,275,"Olalla, Washington, United States",16530, United States,1,1,2,0,1,0
Jungle Pod - Be immersed in nature,4.86,81,"Tulum, Quintana Roo, Mexico",10832, Mexico,1,1,2,0,1,0
'Ndida (The True Bushveld Experience),4.74,174,"Marloth Park, Mpumalanga, South Africa",8671, South Africa,2,4,6,0,3,0
One of only three Silos in Tennessee on AirBnB!!!,4.97,205,"Mt. Juliet, Tennessee, United States",10750, United States,1,1,2,0,1,0
☀Sanah Villa☀Private Pool 5★NEW-WellnessExperience,4.92,176,"Tulum, Quintana Roo, Mexico",16040, Mexico,1,1,2,0,1,0
Exceptional twin pod lodge  (THE HIVE-AWAY),4.99,192,"Pembrokeshire, Haverfordwest, United Kingdom",12742, United Kingdom,1,1,2,0,1,0
The Shire: English Garden Cottage | Firewood Sauna,4.93,40,"Kenoza Lake, New York, United States",27426, United States,1,2,4,0,1,0
TreeTop Tipi,4.86,553,"Marshall, North Carolina, United States",15542, United States,1,3,6,0,1,0
Guard Tower #2 with Pool,4.88,57,"Joshua Tree, California, United States",28398, United States,1,1,2,0,1,0
Taos Mesa Studio Earthship,4.91,703,"Taos, New Mexico, United States",15505, United States,1,2,4,0,0,1
"Cabane jacuzzi ""Plume"", unusual night near Paris",4.97,31,"Rosoy-en-Multien, Hauts-de-France, France",23259, France,1,1,2,0,1,0
Kingsbrook Pods,4.92,39,"Clarens, Free State, South Africa",21609, South Africa,2,2,4,0,2,0
Igloo Bilbo on Lake Belarus,4.93,28,"Belau, Schleswig-Holstein, Germany",7261, Germany,1,1,2,0,0,0
A l 'Orée perched cabin,4.81,278,"Haulmé, Alsace-Champagne-Ardenne-Lorraine, France",11811, France,0,4,5,1,2,0
The silo at Sun One Organic Farm,4.86,14,"Bethlehem, Connecticut, United States",9040, United States,1,1,2,0,1,0
Corten House & Pool,4.63,8,"Mugardos, Galicia, Spain",12720, Spain,1,3,4,0,2,0
Treehouse Canopy Room: Permaculture Farm,4.8,549,"Miami, Florida, United States",6001, United States,1,1,2,0,1,0
Phoenix East Wing - Experience off-grid luxury,4.87,185,"El Prado, New Mexico, United States",25081, United States,1,3,4,0,2,0
Mayo Glamping - Liosachan (Hobbit Hut),4.94,340,"Castlebar, County Mayo, Ireland",10350, Ireland,0,2,4,0,1,0
Hobbit House: Enchanting Cabin in the Forest,4.92,62,"Tichborne, Ontario, Canada",8184, Canada,0,1,2,0,0,1
B&B De ouwe meule - the mill,4.91,146,"Nieuwdorp, Zeeland, Netherlands",11901, Netherlands,1,5,6,0,3,0
Area 51 Futuro house,5.0,46,"Ohoka, Canterbury, New Zealand",28009, New Zealand,1,7,8,0,4,0
Sedona Domes 5-Star Landmark Extreme Home,4.96,493,"Sedona, Arizona, United States",30334, United States,2,7,8,0,2,0
The Silos at Prairie Vale- Farm Punk Silo,5.0,252,"Green Ridge, Missouri, United States",11434, United States,1,2,4,0,1,0
Treehouse - Floating Tree Sphere,4.68,448,"Sturminster Marshall, Dorset, United Kingdom",10898, United Kingdom,1,1,2,0,1,0
The Grain Bin Lodge and Retreat,4.99,164,"Le Mars, Iowa, United States",12369, United States,1,6,6,0,0,0
"The old mill, Chinon",4.92,146,"Chinon, Centre-Val de Loire, France",10648, France,1,1,2,0,1,0
Boutique Jungle Pod - Be immersed in Nature,4.8,157,"Tulum, Quintana Roo, Mexico",10019, Mexico,1,1,2,0,1,0
Forest Gully Farms,4.97,277,"Santa Fe, Tennessee, United States",34202, United States,1,6,8,0,2,0
Moleiro Shelter,4.96,318,"Peniche, Leiria, Portugal",14991, Portugal,1,3,4,0,2,0
Stargazing Hut - Mossy Forest Glamping,4.96,231,"Newport, Tennessee, United States",7752, United States,1,1,2,0,0,0
Pirate Ship Adventure cabin! Near Dells! Sleeps 6!,4.69,143,"Lyndon Station, Wisconsin, United States",15231, United States,1,5,6,0,2,0
Living on the edge,5.0,36,"Puntallana, Canarias, Spain",10074, Spain,2,2,2,0,2,0
"Tree House Pucón ""Swallow Nest"" - Duplex deluxe",5.0,39,"Pucón, Araucania, Chile",15317, Chile,1,1,2,0,1,0
Catawba Trail Covered Wagon,4.92,12,"Jamestown, Tennessee, United States",13281, United States,2,3,4,0,1,0
The Bunkhouse at Love's Hideaway,4.94,127,"Lagro, Indiana, United States",6398, United States,1,1,2,0,1,0
Beautiful train caboose with an amazing view of WV,5.0,40,"Marietta, Ohio, United States",16576, United States,1,1,2,0,1,0
Bruny Island Hideaway,4.95,183,"Alonnah, Tasmania, Australia",24318, Australia,1,1,2,0,1,0
Rockethouse Urban  Glass Tree House,4.89,168,"Atlanta, Georgia, United States",28698, United States,2,3,7,0,2,0
"Shunem Bread House, Wine Country Architectural Gem",5.0,25,"Santa Ynez, California, United States",73558, United States,1,2,4,0,2,0
"MARE E MONTI, House with a breathtaking view",4.95,56,"Ulcinj Municipality, Montenegro",9856, Montenegro,2,3,5,0,2,0
"Beachfront retreat with private hot tub, AC, shared pool & lagoon view",4.56,34,"Placencia, St, Belize",8593, Belize,1,2,2,0,1,0
"""The Biosphere"" For the world and you.",4.91,37,"Tiquipaya, Cochabamba, Bolivia",2462, Bolivia,1,6,4,0,2,0
Ring House - Spaces floating in the woods - Enjoy the extraordinary. ★ Welcome to Long-Term Stays ★,4.67,79,"北佐久郡軽井沢町, 長野県, Japan",63267, Japan,1,3,6,0,2,0
Silo #1  @ Medina River- summer Staycation!!,4.96,81,"Rio Medina, Texas, United States",27717, United States,2,5,9,0,2,0
"Artsy ""Glamping"" experience",4.9,223,"Castleton, Ontario, Canada",13290, Canada,1,1,2,0,0,0
Romantic Retreat  in Tin Bins Cabin,4.88,51,"Mountain View County, Alberta, Canada",12360, Canada,0,1,2,1,0,1
Truchas Earthship - Latest global model Earthship,4.84,55,"El Prado, New Mexico, United States",20977, United States,2,2,4,0,2,0
Spectacular Luxury Brand New Half Moon Bay Home,4.75,79,"Half Moon Bay, California, United States",85960, United States,2,4,8,0,2,0
Mini “Castle” at Magical Malibu Ranch,4.89,140,"Malibu, California, United States",32057, United States,1,1,2,0,1,0
Stargazer Cabin - Monmouth Walking Distance Town,4.9,210,"Monmouth, Monmouthshire, United Kingdom",16120, United Kingdom,1,1,2,0,1,0
Sleeping under the stars in Silohuis,4.59,54,"Genderen, Noord-Brabant, Netherlands",5575, Netherlands,1,1,2,0,1,0
TAMANCO TUBISMO,4.77,238,"Louriçal, Pombal, Portugal",2908, Portugal,4,1,2,0,1,0
TDA. Award-winning design House,4.74,194,"Puerto Escondido, Oaxaca, Mexico",17442, Mexico,2,5,8,0,3,0
3 minutes from Carrizalillo Beach - Casa Gaudi,4.79,63,"Puerto Escondido, Oaxaca, Mexico",6870, Mexico,2,3,6,0,2,0
"19th c Dairy Barn HEATED Pool, Jacuzzi, Sauna, Gym",4.98,105,"Woodstock, New York, United States",59622, United States,5,4,9,0,4,0
La Cabane magique - Le Manoir de Bois-en-Ardres,4.92,74,"Bois-en-Ardres, Ardres, Hauts-de-France, France",9086, France,0,1,2,1,1,0
"NEW! 16th Century thatched cottage, Hampshire",4.9,60,"Ropley, England, United Kingdom",17278, United Kingdom,2,2,4,0,2,0
Experience Hogan by the River - Navajo Hogan,4.91,346,"Cameron, Arizona, United States",19677, United States,0,2,2,1,0,0
Beautiful 2 BHK Farm with Private Pool (Sanitised),4.67,21,"New Delhi, Delhi, India",28530, India,2,2,16,0,2,0
The Flocking Families @ Manali Home,5.0,17,"Manali, Himachal Pradesh, India",9268, India,6,5,15,0,5,0
2 Beds: Nirvana Homes I Wooden House I Farm Stay,,0,"Pharog, Himachal Pradesh, India",9700, India,1,2,4,0,1,0
Private pool,,0,"Kasur, Punjab, Pakistan",13681, Pakistan,4,1,12,0,1,0
Blissful cottage in the woods| Tandi,,2,"Tandi, Himachal Pradesh, India",4564, India,1,1,2,0,1,0
The Rustic Villa Stay with peace &modern amenities,4.82,11,"Jaipur, Rajasthan, India",8396, India,4,2,12,0,2,0
THE BAREWITHIN HOUSE,4.9,10,"Jeerota, Rajasthan, India",11412, India,2,1,6,0,1,0
Joonsha Farm - 4BHK Villa with Pool in Gurgaon,,1,"Haryana, India",18259, India,3,8,16,0,4,0
The Luxurious Penthouse,5.0,41,"Naggar, Himachal Pradesh, India",13694, India,3,3,6,0,3,0
Bird house  Much needed shanti shanti place !,4.69,52,"Udaipur, Rajasthan, India",1443, India,1,2,3,0,2,0
Walnut Cottage at Chirping Chidiya near Mukteshwar,4.63,16,"Nainital, Uttarakhand, India",11251, India,3,3,6,0,3,0
Chopra Farms Gurgaon-Private 5bhk Farm Villa,4.85,20,"Gurgaon, HR, India",32866, India,5,7,16,0,5,0
★WFH Haven★ 1BD+Patio+Kitchen | Creative Campus,4.89,18,"Naggar, Himachal Pradesh, India",5015, India,1,1,2,0,1,0
A Luxurious 2bhk Farmhouse with pvt pool- Nest One,5.0,5,"Jaipur, Rajasthan, India",15293, India,2,2,4,0,2,0
Winterfell Farm with Indoor Private Pool in Noida,4.63,16,"Bajidpur, Uttar Pradesh, India",15405, India,4,2,16,0,2,0
Sukoon Cottage 1 | One Bedroom | Rustic & Luxury,4.75,8,"Dharar, Uttarakhand, India",6642, India,1,1,2,0,1,0
Meraki @ The Woodhouse Farm,5.0,4,"Nainital, Uttarakhand, India",11697, India,2,2,6,0,2,0
Beautiful Sunny Cottage|250 meter Trek| Jibhi,4.85,41,"Jibhi, Himachal Pradesh, India",2281, India,1,3,6,0,2,0
Farm House Jaipur 40 km on Agra Road,5.0,19,"Jaipur, Rajasthan, India",10269, India,2,4,8,0,2,0
Sun View Mountain Cabin in Gargi village (room),4.86,71,"Kasol, Himachal Pradesh, India",1056, India,2,1,4,0,2,0
Sanjwat Homestays-Largest 4BR Luxury Orchard Villa,4.88,17,"Bhimtal, Uttarakhand, India",19628, India,4,5,12,0,4,0
Entire cottage with a room & attic in Tandi,,1,"Jibhi, Himachal Pradesh, India",2853, India,1,1,4,0,1,0
Woodside Kathkuni Homestays,4.88,8,"Naggar, Himachal Pradesh, India",5492, India,2,4,16,0,3,0
Apple farm stay with A Breathtaking views,4.88,8,"Naggar, Himachal Pradesh, India",1140, India,1,2,4,0,2,0
The Hakushu Project : A Luxury A-Frame Cabin,4.91,11,"Sainj, Himachal Pradesh, India",9700, India,1,1,4,0,1,0
Artisana Farm with Pool and Jacuzzi in Jaipur,4.66,32,"Jaipur, Rajasthan, India",12932, India,4,4,10,0,4,0
"Phullari Homestay, Kanatal",4.65,31,"Sakalana Range, Uttarakhand, India",4565, India,2,9,12,0,4,0
Sunrise Homestay Peach Valley Ramgarh Nainital,4.76,21,"Niglat Talla, Uttarakhand, India",4565, India,2,3,6,0,2,0
2 Bedroom Hut | Apple Farm | Forest edge,4.69,61,"shimla, Himachal Pradesh, India",3651, India,2,4,6,0,2,0
Homes Aroma,4.77,106,"Udaipur, Rajasthan, India",5210, India,4,3,9,0,3,0
★WFH Hideout★historic architecture inspired home,4.75,20,"Naggar, Himachal Pradesh, India",4559, India,1,1,2,0,1,0
Wooden hut with the Valley view in jibhi,,2,"Jibhi, Himachal Pradesh, India",2281, India,1,1,4,0,1,0
